,0,1,2,3,4,5,6,7,8,9,10,11,class
0,-0.03311345561473782,-0.24982945334380482,0.02525079732989026,-0.3140664336161215,0.6771004207201154,-0.4199164001052589,0.12466357513107891,0.4026295024323229,0.6162113357945305,-0.20134967416624577,0.10560321205770487,-0.18523225020630665,1
1,0.7743093828438877,-0.17975956487807535,0.7562994371370271,-0.3470945629639536,0.1874534089685858,-0.1470487598871981,0.42345749056998333,0.39147991159391093,-0.19220614625104027,-0.23732428813525894,0.6739864293816262,0.09324895702294604,1
2,-0.02543737092912923,0.16000288022630837,-0.09238632924706275,0.749130067172088,0.2438869859077121,-0.3329273259594578,-0.49128781664268983,0.36801498787503295,-0.4654107115401295,-0.6982245433306443,0.7792380313630675,-0.60039077625023,1
3,-0.6983000619972554,-0.22973586688380127,-0.5917848001700748,0.5987629198761858,0.6334045912499545,-0.503759194143585,-0.5396228059287094,-0.7786222706764581,0.19560246112679053,-0.07479576526429703,-0.49726944450030663,0.0035540669910273438,1
4,0.5120903660592543,-0.7581297294821745,-0.36228784525867896,0.5203275993657018,0.7694547253730163,-0.5897894846127132,-0.07832895616010789,-0.12061131972389567,0.7351469148885051,-0.6570550160780764,0.3689221696643207,0.15742576018527368,1
5,-0.1579345566485704,-0.24995850341297193,0.3401599391602463,-0.34572308593416645,-0.6775314629549234,0.25195746095378685,-0.6439057318990467,0.7780407518967953,-0.23851363317067778,-0.34418715964222885,-0.34754570975691407,-0.6868365104791626,1
6,-0.19836301102683518,0.3912731699075502,0.278762302756277,0.5410399271344272,0.09544343979011691,-0.6134937809575993,0.4397101794779783,0.7088182328380016,-0.3390757308677289,0.37075070434925267,0.1122964336815356,-0.7195810843293075,1
7,0.15849156600777842,0.49134753440472406,-0.4065266959453975,0.2330773187580394,-0.7145913718946294,-0.5921309322432686,0.4704389144248546,-0.25470535377061554,0.5634366463033101,0.22588927471162398,0.38687684898342484,-0.3000419047863116,1
8,-0.22590476942052837,0.012543589404853497,-0.23046239438553395,0.3427201826678368,-0.4332033194968734,0.590202345632518,0.21345890084846575,0.2065011212026509,-0.6607855650006506,-0.486167121939356,-0.5016602101301588,-0.15156105291753602,1
9,-0.614907277756189,0.6424009043141996,0.6590212507947988,-0.5841741376037969,0.5911676813752954,0.7191475612121314,-0.2580187009569807,-0.5694440439087689,0.27490771347147286,0.20611370656266256,0.6052602872067573,-0.7107962326339258,1
